legalRepresentative,qualityRepresentative,license,companyName,area,repositoryAddress,validTillDate,issuingAuthority,registrationAddress,licenseDate,businessScope,companyController
***,方兰贵,鄂CB0279021,湖北同济堂药房有限公司安山药店,江夏区,湖北同济堂药房有限公司统一配送,2020-12-06,武汉市江夏区行政审批局,武汉市江夏区安山镇武长街顺德商业楼105号,20170809,处方药(不含禁止类)、非处方药、中药饮片(限精包装）、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,敖茂斌
***,李小梅,鄂DB0278728,武汉市蔡甸区宇康大药房,蔡甸区,***,2020-12-08,武汉市蔡甸区行政审批局,武汉市蔡甸区蔡甸街红光精品花园7-2号,20170807,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,邵灯涛
高毅,周智慧,鄂CA0270505,湖北益丰大药房连锁有限公司武汉东湖景园分...,东湖生态旅游风景区,本部,2020-01-13,武汉市东湖生态旅游风景区食品药品监督管理局,武汉市东湖景园20栋6、7、8号商铺,20170803,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵次玲
,高鹏,鄂CB0277710,湖北益生天济大药房连锁有限公司台北路店,江岸区,由湖北益生天济大药房连锁有限公司统一配送,2020-07-02,武汉市江岸区食品药品监督管理局,武汉市江岸区台北路33号商铺第A-1档,20170803,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,郑红云
***,付先荣,鄂CB0276277,湖北益生天济大药房连锁有限公司万锦江城店,江岸区,由湖北益生天济大药房连锁有限公司统一配送,2021-05-31,武汉市江岸区食品药品监督管理局,武汉市江岸区后湖路与建设渠路交汇处万锦江城7幢1层2商号房,20170803,处方药(禁止类除外)、非处方药、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,郑红云
-------,潘玉婵,鄂CB0278045,湖北益丰大药房连锁有限公司武汉六顺路分店,东西湖区,由湖北益丰大药房连锁有限公司统一配送,2021-01-19,武汉市东西湖区食品药品监督管理局,武汉市东西湖区吴家山六顺路235号,20170802,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵次玲
***,谭琼,鄂CB0276847,湖北益生天济大药房连锁有限公司三秀路店,东西湖区,由湖北益生天济大药房连锁有限公司统一配送,2022-08-01,武汉市东西湖区食品药品监督管理局,武汉市东西湖区三秀路392号祁家山北片旧城改造4栋112室113室,20170802,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,郑红云
施康勇,梅玉高,鄂DA0276848,武汉永利堂大药房有限公司,洪山区,——,2022-08-01,武汉市洪山区行政审批局,武汉洪山区新路村韵湖春晓小区北面10-11号门面,20170802,处方药(不含禁止类)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,刘海堂
罗玉英,刘绪荣,鄂DB0277794,武汉康安大药房,青山区,----,2018-11-10,武汉市青山区行政审批局,武汉市青山区红钢二街13号中交红钢城地下室-1层27号商铺,20170802,处方药(禁止类除外)、非处方药(甲类、乙类）、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏冷冻药品******,杨红霞
王纪兰,李栋材,鄂DA0278037,武汉四季平安大药房有限公司,东西湖区,******,2020-07-13,武汉市东西湖区食品药品监督管理局,武汉市东西湖区金山大道沿海赛洛城6期第19栋05，06号门面（一、二层）,20170731,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,王纪兰
***,刘抢咏,鄂CB0276384,武汉修正堂大药房连锁经营有限公司东安店,新洲区,***,2021-07-25,武汉市新洲区市场监督管理局,武汉市新洲区邾城街邾城街101附5号/栋1-3层,20170731,处方药(不含禁止类)、非处方药、中药饮片;中成药、化学药制剂、抗生素制剂、生化药品。（不含冷藏冷冻药品）***,刘芸
***,程少琴,鄂CB0276838,武汉福康大药房零售连锁有限公司平安分店,蔡甸区,由武汉福康大药房零售连锁有限公司统一配送,2022-07-27,武汉市蔡甸区行政审批局,武汉市蔡甸区奓山街常福工业园福兴小区二期B-8号,20170728,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,徐彦红
***,但汉雄,鄂CB0279326,武汉市佳源堂大药房连锁有限公司六指店,黄陂区,由武汉市佳源堂大药房连锁有限公司配送,2022-07-27,武汉市黄陂区市场监督管理局,黄陂区六指街什仔铺61号、63号,20170728,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,邓智勇
,李四军,鄂CB0274269,湖北益丰大药房连锁有限公司武汉显正街分店,汉阳区,由湖北益丰大药房连锁有限公司统一配送,2019-02-16,武汉市汉阳区食品药品监督管理局,武汉市汉阳区显正街164号,20170728,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵次玲
,肖维勤,鄂CB0274263,湖北益丰大药房连锁有限公司武汉马沧湖路分...,汉阳区,由湖北益丰大药房连锁有限公司统一配送,2018-12-29,武汉市汉阳区食品药品监督管理局,武汉市汉阳区马沧湖路51-55号28栋,20170728,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵次玲
,王昊,鄂CB0274433,湖北益丰大药房连锁有限公司武汉新城丽景分...,汉阳区,由湖北益丰大药房连锁有限公司统一配送,2020-11-03,武汉市汉阳区食品药品监督管理局,武汉市汉阳区江堤中路七号8号楼48、49、50号商铺,20170728,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵次玲
***,胡焰,鄂DB0279488,武汉市黄陂区刘店红林药店,黄陂区,武汉市黄陂区汉口北大道汉北康城4栋5-6号,2022-07-27,武汉市黄陂区市场监督管理局,武汉市黄陂区汉口北大道汉北康城4栋5~6号,20170728,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,潘敏
***,钟剑平,鄂CB0276840,湖北万众森林大药房连锁有限公司金水闸新街...,江夏区,***,2022-07-27,武汉市江夏区行政审批局,武汉市江夏区金水闸新街闸东路3号,20170728,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,李莉
———,夏水英,鄂CB0273494,湖北智仁大药房有限公司融侨店,硚口区,湖北智仁大药房有限公司配送,2020-12-27,武汉市硚口区行政审批局,武汉市硚口区解放大道66号融侨锦城第9、10栋间商网1层商1-4室、2层商2-4室,20170726,处方药(禁止类除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、除冷藏冷冻药品外***,余建新
***,朱和平,鄂CB0276518,湖北养天和大药房连锁有限公司银湖御园店,东西湖区,由湖北养天和大药房连锁有限公司统一配送,2021-10-18,武汉市东西湖区食品药品监督管理局,武汉市东西湖区金银湖环湖东路6号银湖御园3幢1层1号商铺和14号商铺（11）,20170726,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,王世贵
***,曾培莉,鄂CB0278072,湖北正和大药房连锁有限责任公司第八分店,东西湖区,由湖北正和大药房连锁有限责任公司统一配送,2019-08-26,武汉市东西湖区食品药品监督管理局,武汉市东西湖区吴南花园18号,20170726,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,刘立强
----,袁云霞,鄂CB0276335,湖北益生天济大药房连锁有限公司红坊里店,青山区,由湖北益生天济大药房连锁有限公司统一配送,2021-07-03,武汉市青山区行政审批局,武汉市青山区43街坊八大家花园31号楼104号商铺,20170725,处方药（禁止类除外）、非处方药（甲类、乙类）、中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品（除疫苗外）、含冷藏冷冻药品******,郑红云
***,任卫平,鄂CB0276835,湖北益丰大药房连锁有限公司武汉东港街分店,江夏区,******,2022-07-24,武汉市江夏区行政审批局,武汉市江夏区纸坊街郭岭村兴新街44号门面,20170725,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,赵次玲
——,姚千,鄂CB2015122807,好药师大药房连锁有限公司名都花园店,洪山区,由好药师大药房连锁有限公司统一配送,2020-12-27,武汉市洪山区行政审批局,武汉市洪山区名都花园305栋1层1室,20170726,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,秦瑜
***,保慧燕,鄂CB0276493,好药师大药房连锁有限公司百隆东方城店,黄陂区,由好药师大药房连锁有限公司配送,2021-09-27,武汉市黄陂区市场监督管理局,武汉市黄陂区武湖农场滨湖分场百隆东方城8栋1单元1-2层B16室,20170726,处方药(不含禁止类)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(不含疫苗)。（含冷藏冷冻药品）***,秦瑜
,梁振洋,鄂CB0274335,湖北益丰大药房连锁有限公司武汉龙珠路分店,汉阳区,由湖北益丰大药房连锁有限公司统一配送,2019-12-30,武汉市汉阳区食品药品监督管理局,武汉市汉阳区世纪龙城一期1号商铺,20170724,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵次玲
***,袁艳萍,鄂CB0278086,武汉东明药房连锁有限公司振兴分店,东西湖区,由武汉东明药房连锁有限公司统一配送,2020-12-29,武汉市东西湖区食品药品监督管理局,武汉市东西湖区辛安渡振兴街4号,20170726,处方药(禁止类与限制类药品除外)、非处方药;中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、除冷藏冷冻药品外***,潘红霞
,谌银,鄂CB0274475,湖北益丰大药房连锁有限公司武汉麒麟路分店,汉阳区,由湖北益丰大药房连锁有限公司统一配送,2021-01-19,武汉市汉阳区食品药品监督管理局,武汉市汉阳区墨水湖北路以南、麒麟路以东金福世家1栋1层4号商铺,20170724,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵次玲
,邓志华,鄂CB0274477,湖北益丰大药房连锁有限公司武汉芳卉园分店,汉阳区,由湖北益丰大药房连锁有限公司统一配送,2021-01-26,武汉市汉阳区食品药品监督管理局,武汉市汉阳区鹦鹉大道265号芳卉园28号楼一层3号商铺,20170724,处方药(禁止类除外)、非处方药、中药饮片;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵次玲
——,周伟,鄂CB0275595,武汉修正堂大药房连锁经营有限公司珞珈山店,武昌区,由武汉修正堂大药房连锁经营有限公司统一配送,2021-01-10,武汉市武昌区行政审批局,湖北省武汉市八一路生鲜市场东楼C3号,20170721,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、不含冷藏药品外***,刘芸
***,秦烨,鄂CB0272267,湖北益丰大药房连锁有限公司武汉三眼桥分店,江汉区,***,2019-11-12,武汉市江汉区行政审批局,武汉市江汉区三眼桥北路穗丰花园二期8#.9#楼1层B3、B4、B5号商铺,20170720,处方药(禁止类除外)、非处方药;中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)***,赵次玲
程元华,卢运梅,鄂DA0275307,武汉市灵草轩医药有限公司,武昌区,——,2020-12-23,武汉市武昌区行政审批局,武汉市武昌区粮道街胭脂公寓1-4幢1层16、17号,20170721,处方药、非处方药（甲类、乙类）：中药饮片、中成药、化学药制剂、抗生素制剂、生化药品、生物制品(除疫苗外)、含冷藏药品***,姚小芳
